tt0835166	\N	Dogville	Dogville	2005	\N
tt1976628	\N	The Five Stages of Grief	The Five Stages of Grief	2011	\N
tt4139568	\N	Exposed	Exposed	2015	\N
tt4501568	\N	The Edge	The Edge	2015	\N
tt6661078	\N	Scenes from a Marriage	Scenes from a Marriage	2017	\N
tt0032686	\N	The Lady in Question	The Lady in Question	1940	\N
tt0038984	\N	A Stolen Life	A Stolen Life	1946	\N
tt0042006	\N	The Undercover Man	The Undercover Man	1949	\N
tt0045512	\N	Appointment in Honduras	Appointment in Honduras	1953	\N
tt0048748	\N	Trial	Trial	1955	\N
tt0052303	\N	Torpedo Run	Torpedo Run	1958	\N
tt0057820	\N	Advance to the Rear	Advance to the Rear	1964	\N
tt0065003	\N	Smith!	Smith!	1969	\N
tt0074034	\N	Once an Eagle	Once an Eagle	1976	1977
tt0082498	\N	Happy Birthday to Me	Happy Birthday to Me	1981	\N
tt0534951	\N	Company Town	Company Town	1971	\N
tt0534961	\N	Requiem for Miss Madrid	Requiem for Miss Madrid	1971	\N
tt0534971	\N	The Witness	The Witness	1972	\N
tt0971595	\N	The Tribute	The Tribute	1975	\N
tt2098801	\N	Seapower	Seapower	1964	\N
tt0085404	\N	The Day After	The Day After	1983	\N
tt0094137	\N	3 Men and a Baby	3 Men and a Baby	1987	\N
tt0131620	\N	Tower of Terror	Tower of Terror	1997	\N
tt0486622	\N	Making Change	Making Change	2012	\N
tt1402320	\N	Karen Fools Around	Karen Fools Around	1982	\N
tt1462141	\N	The Prize	The Prize	1979	\N
tt5206696	\N	Running on Empathy	Running on Empathy	2015	\N
tt0087932	\N	The Pope of Greenwich Village	The Pope of Greenwich Village	1984	\N
tt0100934	\N	Wild Orchid	Wild Orchid	1989	\N
tt0139606	\N	Shades	Shades	1999	\N
tt0458481	\N	Sin City: A Dame to Kill For	Sin City: A Dame to Kill For	2014	\N
tt2268419	\N	Dead in Tombstone	Dead in Tombstone	2013	\N
tt4776564	\N	WEAPONiZED	Swap	2016	\N
tt0087291	\N	Frankenweenie	Frankenweenie	1984	\N
tt0097758	\N	Little Monsters	Little Monsters	1989	\N
tt0124198	\N	Very Bad Things	Very Bad Things	1998	\N
tt0554478	\N	Donuts and Beer	Donuts and Beer	2001	\N
tt0560465	\N	The Delivery	The Delivery	2000	\N
tt0684615	\N	Time and Punishment	Time and Punishment	2003	\N
tt0974086	\N	The Infomercial	The Infomercial	1999	\N
tt1089201	\N	The Dupey	The Dupey	1999	\N
tt1753561	\N	California Romanza	California Romanza	2011	\N
tt0075508	\N	Forever Fernwood	Forever Fernwood	1977	1978
tt0307164	\N	Miracle on 34th Street	Miracle on 34th Street	1959	\N
tt0566839	\N	The Country Mouse/The Secret Life of James Thurber	The Country Mouse/The Secret Life of James Thurber	1961	\N
tt0656873	\N	To Walk Like a Lion	To Walk Like a Lion	1962	\N
tt0737031	\N	Don't Shake the Family Tree	Don't Shake the Family Tree	1963	\N
tt1199576	\N	Art Carney Special	Art Carney Special	1959	\N
tt5301622	\N	Episode #1.7243	Episode #1.7243	2016	\N
tt0698980	\N	Curtain Calls	Curtain Calls	1982	\N
tt0102289	\N	Lethal Innocence	Lethal Innocence	1991	\N
tt0154467	\N	Evidence of Blood	Evidence of Blood	1998	\N
tt0290145	\N	Blue Car	Blue Car	2002	\N
tt0433424	\N	Paradise	Paradise	2004	\N
tt0555310	\N	Here's a Little Known Ingrid Bergman Incident	Here's a Little Known Ingrid Bergman Incident	1988	\N
tt0840363	\N	Racing Daylight	Racing Daylight	2007	\N
tt1185997	\N	Cause and Effect	Cause and Effect	2011	\N
tt1990458	\N	A Short Time in Paradise	A Short Time in Paradise	2011	\N
tt2245448	\N	The Quick and the Dead	The Quick and the Dead	2012	\N
tt4878612	\N	Z: The Beginning of Everything	Z: The Beginning of Everything	2015	2017
tt6418778	\N	Fast Color	Fast Color	2018	\N
tt0077233	\N	The Big Fix	The Big Fix	1978	\N
tt0091472	\N	The Manhattan Project	The Manhattan Project	1986	\N
tt0101506	\N	The Boys	The Boys	1991	\N
tt0113894	\N	My Brother's Keeper	My Brother's Keeper	1995	\N
tt0299622	\N	C-Scam	C-Scam	2000	\N
tt0502616	\N	A Dick on One Knee	A Dick on One Knee	1997	\N
tt0502627	\N	Body & Soul & Dick	Body & Soul & Dick	1996	\N
tt0502637	\N	Dick Jokes	Dick Jokes	1996	\N
tt0502647	\N	Dick and the Other Guy	Dick and the Other Guy	1998	\N
tt0502657	\N	Dick's Big Giant Headache: Part 2	Dick's Big Giant Headache: Part 2	1999	\N
tt0502667	\N	Fear and Loathing in Rutherford	Fear and Loathing in Rutherford	2000	\N
tt0502677	\N	Green-Eyed Dick	Green-Eyed Dick	1996	\N
tt0502687	\N	Jailhouse Dick	Jailhouse Dick	1997	\N
tt0502697	\N	My Mother the Alien	My Mother the Alien	1996	\N
tt0502707	\N	Romeo & Juliet & Dick	Romeo & Juliet & Dick	1997	\N
tt0502717	\N	Sensitive Dick	Sensitive Dick	1997	\N
tt0502727	\N	The Big Giant Head Returns Again: Part 2	The Big Giant Head Returns Again: Part 2	2000	\N
tt0502737	\N	There's No Business Like Dick Business	There's No Business Like Dick Business	2001	\N
tt0502747	\N	World's Greatest Dick	World's Greatest Dick	1996	\N
tt0845930	\N	Big Love	Big Love	2006	\N
tt0944814	\N	Come Fly with Me	Come Fly with Me	2008	\N
tt1282091	\N	Sylvester and the Magic Pebble	Sylvester and the Magic Pebble	1993	\N
tt5254162	\N	Scientia Potentia Est	Scientia Potentia Est	2016	\N
tt0094570	\N	Trial and Error	Trial and Error	1988	\N
tt0466881	\N	Live in San Quentin, Paul Rodriguez	Live in San Quentin, Paul Rodriguez	1995	\N
tt0893097	\N	Byte the Bullet	Byte the Bullet	1990	\N
tt1510632	\N	Born to Squirm	Born to Squirm	1988	\N
tt2386756	\N	El mil usos	El mil usos	2012	\N
tt5498614	\N	Wanda's Place	Wanda's Place	\N	\N
tt0106429	\N	Blindsided	Blindsided	1993	\N
tt0112045	\N	Legend	Legend	1995	\N
tt0472953	\N	Hopeless Pictures	Hopeless Pictures	2005	\N
tt4166390	\N	Home	Home	2015	\N
tt4507248	\N	A Simple Trade	A Simple Trade	2015	\N
tt6661080	\N	A Short History of Weird Girls	A Short History of Weird Girls	2017	\N
tt0032783	\N	Men Without Souls	Men Without Souls	1940	\N
tt0039396	\N	Framed	Framed	1947	\N
tt0042343	\N	Convicted	Convicted	1950	\N
tt0045555	\N	The Big Heat	The Big Heat	1953	\N
tt0048789	\N	The Violent Men	The Violent Men	1954	\N
tt0052837	\N	The Gazebo	The Gazebo	1959	\N
tt0057999	\N	Dear Heart	Dear Heart	1964	\N
tt0066635	\N	Cade's County	Cade's County	1971	1972
tt0074899	\N	Midway	Midway	1976	\N
tt0101877	\N	Final Verdict	Final Verdict	1991	\N
tt0534952	\N	Crisscross	Crisscross	1971	\N
tt0534962	\N	Safe Deposit	Safe Deposit	1971	\N
tt0534972	\N	Violent Echo	Violent Echo	1971	\N
tt0971596	\N	The Wedding	The Wedding	1975	\N
tt4857896	\N	Part I	Part I	1979	\N
tt0085892	\N	The Man Who Wasn't There	The Man Who Wasn't There	1983	\N
tt0095304	\N	High Spirits	High Spirits	1988	\N
tt0179951	\N	Love Off Limits	Love Off Limits	1993	\N
tt0491722	\N	Meet the Santas	Meet the Santas	2005	\N
tt1402321	\N	Miss Pelican	Miss Pelican	1982	\N
tt1526284	\N	Ay Lav Yu	Ay Lav Yu	2010	\N
tt5253008	\N	Lookin' Up	Lookin' Up	2016	\N
tt0090350	\N	Year of the Dragon	Year of the Dragon	1985	\N
tt0102005	\N	Harley Davidson and the Marlboro Man	Harley Davidson and the Marlboro Man	1991	\N
tt0156240	\N	Thicker Than Blood	Thicker Than Blood	1998	\N
tt0462582	\N	True Crime: New York City	True Crime: New York City	2005	\N
tt2519680	\N	Mickey Rourke	Mickey Rourke	1999	\N
tt4915824	\N	Unhinged	Unhinged	2018	\N
tt0088036	\N	Samson and Delilah	Samson and Delilah	1984	\N
tt0099310	\N	Coupe de Ville	Coupe de Ville	1990	\N
tt0229021	\N	Viva Las Nowhere	Viva Las Nowhere	2001	\N
tt0554479	\N	Forget About Your Boss	Forget About Your Boss	2001	\N
tt0560466	\N	The Gift	The Gift	1999	\N
tt0776933	\N	The Merger	The Merger	2000	\N
tt0974087	\N	The Knack	The Knack	1999	\N
tt1099376	\N	Episode #1.5	Episode #1.5	2001	\N
tt2281069	\N	A Christmas Story 2	A Christmas Story 2	2012	\N
tt0077687	\N	The Hobbit	The Hobbit	1977	\N
tt0307730	\N	California	California	1997	\N
tt0569910	\N	San Francisco Fracas	San Francisco Fracas	1955	\N
tt0664941	\N	The Best Year in the Whole History of the World	The Best Year in the Whole History of the World	1956	\N
tt0737046	\N	Good for You	Good for You	1954	\N
tt1208381	\N	Helen Hayes Remembers	Helen Hayes Remembers	1970	\N
tt0087333	\N	Gimme an 'F'	Gimme an 'F'	1984	\N
tt0698981	\N	Favor for an Enemy	Favor for an Enemy	1982	\N
tt0103275	\N	Without Warning: The James Brady Story	Without Warning: The James Brady Story	1991	\N
tt0154870	\N	The Giraffe	Meschugge	1998	\N
tt0290230	\N	Lathe of Heaven	Lathe of Heaven	2002	\N
tt0443272	\N	Lincoln	Lincoln	2012	\N
tt0555321	\N	Here's a Reason to Keep Your Goats in the Barn	Here's a Reason to Keep Your Goats in the Barn	1988	\N
tt0896872	\N	The Whistleblower	The Whistleblower	2010	\N
tt1185998	\N	Rosetta	Rosetta	2011	\N
tt2008041	\N	Blind Spot	Blind Spot	2011	\N
tt2250968	\N	The Devil Will Drag You Under	The Devil Will Drag You Under	2012	\N
tt5313894	\N	Pilot	Pilot	2015	\N
tt6807446	\N	Episode #1.1	Episode #1.1	2018	\N
tt0079806	\N	Rich Kids	Rich Kids	1979	\N
tt0091513	\N	My Letter to George	Mesmerized	1985	\N
tt0102789	\N	Ricochet	Ricochet	1991	\N
tt0115082	\N	3rd Rock from the Sun	3rd Rock from the Sun	1996	2001
tt0336210	\N	The Country Girl	The Country Girl	1974	\N
tt0502617	\N	A Friend in Dick	A Friend in Dick	1997	\N
tt0502628	\N	Brains and Eggs	Brains and Eggs	1996	\N
tt0502638	\N	Dick Like Me	Dick Like Me	1996	\N
tt0502648	\N	Dick and the Single Girl	Dick and the Single Girl	1997	\N
tt0502658	\N	Dick's First Birthday	Dick's First Birthday	1996	\N
tt0502668	\N	Feelin' Albright	Feelin' Albright	1998	\N
tt0502678	\N	Guilty as Dick	Guilty as Dick	1997	\N
tt0502688	\N	Jolly Old St. Dick	Jolly Old St. Dick	1996	\N
tt0502698	\N	My Mother, My Dick	My Mother, My Dick	2001	\N
tt0502708	\N	Rutherford Beauty	Rutherford Beauty	2000	\N
tt0502718	\N	Seven Deadly Clips	Seven Deadly Clips	1997	\N
tt0502728	\N	The Dicks They Are A-Changin'	The Dicks They Are A-Changin'	1996	\N
tt0502738	\N	This Little Dick Went to Market	This Little Dick Went to Market	2000	\N
tt0502748	\N	Y2dicK	Y2dicK	1999	\N
tt0854050	\N	The Elbow Incident	The Elbow Incident	2006	\N
tt0976131	\N	Kid-Size Concert	Kid-Size Concert	1990	\N
tt1531937	\N	The Real Revolutionaries	The Real Revolutionaries	2009	\N
tt5511512	\N	Trial & Error	Trial & Error	2017	\N
tt0098808	\N	Grand Slam	Grand Slam	1990	\N
tt0592094	\N	Who's Crazy?	Who's Crazy?	\N	\N
tt0893098	\N	Chop Shop	Chop Shop	1990	\N
tt1510633	\N	Casino Night	Casino Night	1988	\N
tt2386782	\N	Dreamy Dialysis Technician	Dreamy Dialysis Technician	2012	\N
tt5616056	\N	Componiendo a Paco	Componiendo a Paco	2012	2014
tt0601075	\N	A Man to Match the Land	A Man to Match the Land	1971	\N
tt0115943	\N	Conversation with the Beast	Conversation with the Beast	1996	\N
tt0511095	\N	Gershwin's Trunk	Gershwin's Trunk	1987	\N
tt1000771	\N	Recount	Recount	2008	\N
tt2672822	\N	Cowboys	Cowboys	2013	\N
tt5966152	\N	Auto Lending	Auto Lending	2016	\N
tt6738824	\N	Best of the Big Laff Off	Best of the Big Laff Off	1983	\N
tt0080360	\N	Altered States	Altered States	1980	\N
tt0268995	\N	The Majestic	The Majestic	2001	\N
tt0644326	\N	Maude's Ex-Convict	Maude's Ex-Convict	1976	\N
tt1359403	\N	The Breakthrough: 3 of 3	The Breakthrough: 3 of 3	2008	\N
tt4042402	\N	God & Co.	God & Co.	2008	2009
tt7306056	\N	Wormwood	Wormwood	2017	2017
tt0106835	\N	Evening Class	Evening Class	1993	\N
tt0138068	\N	Ruby Bridges	Ruby Bridges	1998	\N
tt0720873	\N	10-13	10-13	2003	\N
tt0720883	\N	After Time	After Time	2001	\N
tt0720895	\N	Collateral Damage: Part 1	Collateral Damage: Part 1	2003	\N
tt0720906	\N	Falling	Falling	2002	\N
tt0720923	\N	Impulse	Impulse	1999	\N
tt0720936	\N	Last Call	Last Call	2003	\N
tt0720951	\N	Officer Involved	Officer Involved	2000	\N
tt0720964	\N	Sex, Lies & Videotape	Sex, Lies & Videotape	2002	\N
tt0720979	\N	The Long Guns	The Long Guns	2002	\N
tt0720990	\N	This Band of Brothers	This Band of Brothers	2000	\N
tt0732116	\N	Reunion	Reunion	1995	\N
tt0736630	\N	Koreatown Murder	Koreatown Murder	1995	\N
tt0886220	\N	Chasing the Serpent	Chasing the Serpent	1999	\N
tt1857524	\N	Death Becomes Her	Death Becomes Her	2011	\N
tt3658526	\N	Only Light	Only Light	2014	\N
tt0070993	\N	Harry O	Harry O	1973	1976
tt0099328	\N	Cry in the Wild: The Taking of Peggy Ann	Cry in the Wild: The Taking of Peggy Ann	1991	\N
tt0698310	\N	A Secret Place	A Secret Place	1976	\N
tt0698321	\N	The Indian	The Indian	1976	\N
tt1074654	\N	Trapped	Trapped	2009	\N
tt0098383	\N	Staying Together	Staying Together	1989	\N
tt0179861	\N	Icebreaker	Icebreaker	2000	\N
tt0397103	\N	Smile	Smile	2005	\N
tt0615212	\N	Crossing Jordan	Crossing Jordan	2003	\N
tt0615233	\N	The Mysterious Mister Smith	The Mysterious Mister Smith	2003	\N
tt0840322	\N	Forever Strong	Forever Strong	2008	\N
tt1102815	\N	The Tale of Len & Squiggy	The Tale of Len & Squiggy	2007	\N
tt1143496	\N	The Graduate	The Graduate	2007	\N
tt1417373	\N	Great Sports Vacations	Great Sports Vacations	1989	1998
tt1644899	\N	Nobody Draws It Better/Thunderbubble	Nobody Draws It Better/Thunderbubble	2010	\N
tt1786716	\N	The Lord of the Rings: Aragorn's Quest	The Lord of the Rings: Aragorn's Quest	2010	\N
tt2066048	\N	Ribbit	Ribbit	2014	\N
tt2413610	\N	I Think His Name Is Baxter Stockman	I Think His Name Is Baxter Stockman	2012	\N
tt2508912	\N	The Alien Agenda	The Alien Agenda	2013	\N
tt2877052	\N	Pulverizer Returns!	Pulverizer Returns!	2013	\N
tt3223766	\N	Invasion of the Squirrelanoids	Invasion of the Squirrelanoids	2013	\N
tt3307516	\N	Fungus Humungous	Fungus Humungous	2014	\N
tt3576478	\N	Newtralized!	Newtralized!	2014	\N
tt3615952	\N	eHero	eHero	2017	\N
tt4012164	\N	In Dreams	In Dreams	2014	\N
tt4150600	\N	Battle for New York: Part 2	Battle for New York: Part 2	2015	\N
tt4448702	\N	Tale of the Yokai	Tale of the Yokai	2015	\N
tt4902736	\N	Half-Shell Heroes: Blast to the Past	Half-Shell Heroes: Blast to the Past	2015	\N
tt4965876	\N	The Cosmic Ocean	The Cosmic Ocean	2016	\N
tt5111398	\N	Mutant Gangland	Mutant Gangland	2016	\N
tt5358034	\N	The Hobbit: Kingdoms of Middle-earth - Dance Battle	The Hobbit: Kingdoms of Middle-earth - Dance Battle	2015	\N
tt5524128	\N	Whooo Is... The Knight Owl	Whooo Is... The Knight Owl	2016	\N
tt5585732	\N	The Power Inside Her	The Power Inside Her	2016	\N
tt6112890	\N	Chester's Shop of Horrors	Chester's Shop of Horrors	2016	\N
tt6407306	\N	Osoroshi No Tabi - Scary Journey	Osoroshi No Tabi - Scary Journey	2017	\N
tt7319182	\N	Lucky Vampire's Foot	Lucky Vampire's Foot	2017	\N
tt7748266	\N	Captain Bamboozle	Captain Bamboozle	2018	\N
tt0345467	\N	Just Another Stupid Kid	Just Another Stupid Kid	1984	\N
tt0659190	\N	Beans Meets Shawn Weatherly	Beans Meets Shawn Weatherly	1987	\N
tt1108475	\N	Beans' Wicked and Awesome Adventures at College	Beans' Wicked and Awesome Adventures at College	1987	\N
tt1622744	\N	Rock and Rumble	Rock and Rumble	1986	\N
tt0652681	\N	Biggest Mansion	Biggest Mansion	1977	\N
tt0093042	\N	Forever, Lulu	Forever, Lulu	1987	\N
tt0107497	\N	Malice	Malice	1993	\N
tt0128137	\N	The Confession	The Confession	1999	\N
tt0289172	\N	Earth and the American Dream	Earth and the American Dream	1992	\N
tt0369441	\N	Fun with Dick and Jane	Fun with Dick and Jane	2005	\N
tt0551563	\N	In the Eye of the Hurricane	In the Eye of the Hurricane	1983	\N
tt0620938	\N	A Piece of the Pie	A Piece of the Pie	1985	\N
tt0621040	\N	Here in My Arms	Here in My Arms	1985	\N
tt0621144	\N	Rough Edges	Rough Edges	1985	\N
tt0621228	\N	Until Parted by Death	Until Parted by Death	1985	\N
tt0953683	\N	Don't Look for Zebras	Don't Look for Zebras	1983	\N
tt1205950	\N	A Better View for Gordon	A Better View for Gordon	1998	\N
tt1205960	\N	Haunted Henry	Haunted Henry	1998	\N
tt1205970	\N	Something in the Air	Something in the Air	1998	\N
tt1215393	\N	Edward the Very Useful Engine	Edward the Very Useful Engine	2003	\N
tt1215403	\N	No Sleep for Cranky	No Sleep for Cranky	2003	\N
tt1215413	\N	Toby Had a Little Lamb	Toby Had a Little Lamb	2002	\N
tt1220499	\N	Not So Hasty Puddings	Not So Hasty Puddings	2003	\N
tt1220512	\N	Toby's Windmill	Toby's Windmill	2003	\N
tt1370567	\N	Johnny Goes to Hollywood	Johnny Goes to Hollywood	2004	\N
tt1706921	\N	Episode #1.2	Episode #1.2	2000	\N
tt3267158	\N	Thomas & Friends: Engine Friends	Thomas & Friends: Engine Friends	2012	\N
tt7199030	\N	Chateau Vato a.k.a I Love Lupe	Chateau Vato a.k.a I Love Lupe	2018	\N
tt0081974	\N	Absence of Malice	Absence of Malice	1981	\N
tt0304121	\N	The Majestic	The Majestic	2001	\N
tt0726064	\N	The Layover	The Layover	2006	\N
tt1484896	\N	I'm the Author	I'm the Author	1992	\N
tt5059406	\N	I Am the Pretty Thing That Lives in the House	I Am the Pretty Thing That Lives in the House	2016	\N
tt7313944	\N	Chapter 4: Opening the Lid	Chapter 4: Opening the Lid	2017	\N
tt0107117	\N	The Hit List	The Hit List	1993	\N
tt0160016	\N	Asunder	Asunder	1999	\N
tt0720874	\N	32 Bullets and a Broken Heart	32 Bullets and a Broken Heart	2000	\N
tt0720885	\N	Alone in a Crowd	Alone in a Crowd	2000	\N
tt0720896	\N	Collateral Damage: Part 2	Collateral Damage: Part 2	2003	\N
tt0720909	\N	Firestarter	Firestarter	2002	\N
tt0720924	\N	In Confidence	In Confidence	2003	\N
tt0720939	\N	Letting Go	Letting Go	2003	\N
tt0720952	\N	Ohio	Ohio	2000	\N
tt0720966	\N	Sleeping Dogs Lie	Sleeping Dogs Lie	2004	\N
tt0720980	\N	The Lost	The Lost	2000	\N
tt0720991	\N	To Protect...	To Protect...	2002	\N
tt0736621	\N	A Haunting Case	A Haunting Case	1995	\N
tt0736632	\N	Serial Killer: Part 1	Serial Killer: Part 1	1994	\N
tt0926123	\N	Play Dead	Play Dead	2009	\N
tt1857527	\N	Never Surrender	Never Surrender	2011	\N
tt3722234	\N	Gosnell: America's Biggest Serial Killer	Gosnell: America's Biggest Serial Killer	\N	\N
tt0074054	\N	Serpico	Serpico	1976	1977
tt0119030	\N	Dying to Be Perfect: The Ellen Hart Pena Story	Dying to Be Perfect: The Ellen Hart Pena Story	1996	\N
tt0698311	\N	Country Boy	Country Boy	1976	\N
tt0698322	\N	The Party of Your Choice	The Party of Your Choice	1977	\N
tt1737253	\N	The Chief	The Chief	2010	\N
tt0103112	\N	Toy Soldiers	Toy Soldiers	1991	\N
tt0201726	\N	The Last Producer	The Last Producer	2000	\N
tt0410309	\N	Men of Valor	Men of Valor	2004	\N
tt0615213	\N	Deus Ex Machina	Deus Ex Machina	2003	\N
tt0615234	\N	The Past Is Prologue	The Past Is Prologue	2003	\N
tt0934955	\N	Snowflake Bentley	Snowflake Bentley	2003	\N
tt1111668	\N	Sibling Rivalry	Sibling Rivalry	2007	\N
tt1210357	\N	Road Warriors	Road Warriors	1995	\N
tt1425579	\N	Carousel Royale/Leaf Raker	Carousel Royale/Leaf Raker	2009	\N
tt1713356	\N	The Man with the Golden Retriever/The Chairs Are Not Enough	The Man with the Golden Retriever/The Chairs Are Not Enough	2010	\N
tt1791308	\N	The Living Holiday Lights	The Living Holiday Lights	2010	\N
tt2077819	\N	Out West	Out West	2013	\N
tt2413614	\N	Metalhead	Metalhead	2012	\N
tt2508914	\N	New Girl in Town	New Girl in Town	2013	\N
tt2877054	\N	Operation: Break Out	Operation: Break Out	2013	\N
tt3229036	\N	The Naughty List	The Naughty List	2013	\N
tt3307518	\N	The Kraang Conspiracy	The Kraang Conspiracy	2014	\N
tt3576480	\N	Pizza Face	Pizza Face	2014	\N
tt3652142	\N	Espionage Tonight	Espionage Tonight	2017	\N
tt4012166	\N	Race with the Demon	Race with the Demon	2014	\N
tt4150602	\N	Casey Jones vs. The Underworld	Casey Jones vs. The Underworld	2015	\N
tt4448708	\N	The Fourfold Trap	The Fourfold Trap	2015	\N
tt4955240	\N	Episode #1.2	Episode #1.2	2005	\N
tt4965878	\N	Trans-Dimensional Turtles	Trans-Dimensional Turtles	2016	\N
tt5111400	\N	The Super Shredder	The Super Shredder	2016	\N
tt5444412	\N	Bunnicula	Bunnicula	2016	\N
tt5534556	\N	Classic Rock (Shazam Slam Part 1)	Classic Rock (Shazam Slam Part 1)	2016	\N
tt5585734	\N	The Tale of Tiger Claw	The Tale of Tiger Claw	2017	\N
tt6112936	\N	One of the Boys/A Tattler's Tale	One of the Boys/A Tattler's Tale	2016	\N
tt6407312	\N	Kagayakei Kintaro	Kagayakei Kintaro	2017	\N
tt7319192	\N	Ghost Chef	Ghost Chef	2017	\N
tt7758248	\N	Nevermoar	Nevermoar	2017	\N
tt0587065	\N	Home for Dinner	Home for Dinner	1985	\N
tt0659191	\N	There's No Place Like Omsk	There's No Place Like Omsk	1987	\N
tt1108476	\N	Beans in Ski Heck	Beans in Ski Heck	1987	\N
tt1622745	\N	The Chemistry of Rage	The Chemistry of Rage	1986	\N
tt0652682	\N	Little Grey Bird	Little Grey Bird	1977	\N
tt0094721	\N	Beetlejuice	Beetlejuice	1988	\N
tt0109890	\N	The Getaway	The Getaway	1994	\N
tt0173840	\N	Final Fantasy: The Spirits Within	Final Fantasy: The Spirits Within	2001	\N
tt0312528	\N	The Cat in the Hat	The Cat in the Hat	2003	\N
tt0370053	\N	Walking with Cavemen	Walking with Cavemen	2003	\N
tt0551564	\N	It Ain't Braggin' If You Done It	It Ain't Braggin' If You Done It	1983	\N
tt0620940	\N	A Price to Pay	A Price to Pay	1985	\N
tt0621059	\N	Inside Information	Inside Information	1985	\N
tt0621173	\N	The Christening	The Christening	1985	\N
tt0621232	\N	Vulnerable	Vulnerable	1985	\N
tt0997283	\N	World in Conflict	World in Conflict	2007	\N
tt1205951	\N	A Surprise for Percy	A Surprise for Percy	1998	\N
tt1205961	\N	Horrid Lorry	Horrid Lorry	1998	\N
tt1205971	\N	Stepney Gets Lost	Stepney Gets Lost	1998	\N
tt1215394	\N	Elizabeth the Vintage Lorry	Elizabeth the Vintage Lorry	2002	\N
tt1215404	\N	Percy and the Haunted Mine	Percy and the Haunted Mine	2002	\N
tt1215414	\N	Twin Trouble	Twin Trouble	2002	\N
tt1220500	\N	Peace and Quiet	Peace and Quiet	2003	\N
tt1220513	\N	Trusty Rusty	Trusty Rusty	2002	\N
tt1392898	\N	Wind	Wind	2007	\N
tt1721672	\N	AmeriQua	AmeriQua	2013	\N
tt3316960	\N	Still Alice	Still Alice	2014	\N
tt4558200	\N	Crown Vic	Crown Vic	\N	\N
tt0262823	\N	Tex, the Passive-Aggressive Gunslinger	Tex, the Passive-Aggressive Gunslinger	2000	\N
tt0637105	\N	Love and the Fuzz/Love and the Groupie/Love and the Housekeeper/Love and Women's Lib	Love and the Fuzz/Love and the Groupie/Love and the Housekeeper/Love and Women's Lib	1971	\N
tt1358106	\N	The Breakthrough: 2 of 3	The Breakthrough: 2 of 3	2008	\N
tt3707014	\N	Moonrise Kingdom: Animated Book Short	Moonrise Kingdom: Animated Book Short	2012	\N
tt7093976	\N	Courtroom Chemistry	Courtroom Chemistry	2014	\N
tt0102592	\N	One False Move	One False Move	1992	\N
tt0130883	\N	Ms. Scrooge	Ms. Scrooge	1997	\N
tt0720872	\N	...And Zeus Wept	...And Zeus Wept	2001	\N
tt0720882	\N	After Hours	After Hours	2000	\N
tt0720894	\N	Cold Front	Cold Front	2002	\N
tt0720905	\N	Faith	Faith	2000	\N
tt0720921	\N	Honor	Honor	2001	\N
tt0720935	\N	Ladies' Day	Ladies' Day	2002	\N
tt0720949	\N	No More, Forever	No More, Forever	2004	\N
tt0720963	\N	September Tenth	September Tenth	2001	\N
tt0720976	\N	The Greater Good	The Greater Good	2002	\N
tt0720989	\N	Thicker Than Water	Thicker Than Water	2002	\N
tt0721001	\N	Young Men and Fire...	Young Men and Fire...	2000	\N
tt0736629	\N	Kinky Murder	Kinky Murder	1995	\N
tt0823121	\N	Judgment Day: Part 2	Judgment Day: Part 2	2002	\N
tt1857523	\N	A Very Special Episode	A Very Special Episode	2011	\N
tt3229022	\N	Racquetball	Racquetball	2014	\N
tt7086706	\N	Deep Blue Sea 2	Deep Blue Sea 2	2018	\N
tt0097164	\N	Dead Man Out	Dead Man Out	1989	\N
tt0688044	\N	Sleight of Hand	Sleight of Hand	1975	\N
tt0698319	\N	Strike!	Strike!	1976	\N
tt1014727	\N	Town Without Pity	Town Without Pity	1983	\N
tt0090680	\N	The B.R.A.T. Patrol	The B.R.A.T. Patrol	1986	\N
tt0169639	\N	Boy Meets Girl	Boy Meets Girl	1998	\N
tt0387360	\N	The Lord of the Rings: The Return of the King	The Lord of the Rings: The Return of the King	2003	\N
tt0601040	\N	Twinkle's Star	Twinkle's Star	2004	\N
tt0615230	\N	The Face in the Mirror	The Face in the Mirror	2003	\N
tt0779497	\N	Watchbird	Watchbird	2007	\N
tt1095973	\N	The Death of Romance	The Death of Romance	2007	\N
tt1143495	\N	A Family at War	A Family at War	2007	\N
tt1416061	\N	Tie Another Day/You Only Start PreSchool Once	Tie Another Day/You Only Start PreSchool Once	2009	\N
tt1644503	\N	And They're Off	And They're Off	2011	\N
tt1780516	\N	On Old MacDonald's Special Song/Snapfingers	On Old MacDonald's Special Song/Snapfingers	2011	\N
tt2035319	\N	Rise of the Turtles: Part 1	Rise of the Turtles: Part 1	2012	\N
tt2413604	\N	New Friend, Old Enemy	New Friend, Old Enemy	2012	\N
tt2508888	\N	It Came from the Depths	It Came from the Depths	2012	\N
tt2841424	\N	The Freemason	The Freemason	2013	\N
tt3214002	\N	Video Games: The Movie	Video Games: The Movie	2014	\N
tt3307514	\N	The Good, the Bad and Casey Jones	The Good, the Bad and Casey Jones	2014	\N
tt3576476	\N	Mazes & Mutants	Mazes & Mutants	2014	\N
tt3576502	\N	The Invasion: Part 1	The Invasion: Part 1	2014	\N
tt4012162	\N	Buried Secrets	Buried Secrets	2014	\N
tt4150598	\N	The Noxious Avenger	The Noxious Avenger	2015	\N
